Slot,Bus1,Bus2,Bus3,Bus4,Bus6,Bus7,Bus11,Bus12,Bus13,Bus14,Bus15,Bus16,Bus17,Bus18,Bus19,Bus20,Bus21,Bus22,Bus23,Bus27,Bus28,Bus29,Bus31,Bus32,Bus70,Bus74,Bus75,Bus114,Bus115,Bus117,Bus33,Bus34,Bus35,Bus36,Bus39,Bus40,Bus41,Bus42,Bus43,Bus44,Bus45,Bus46,Bus47,Bus48,Bus49,Bus50,Bus51,Bus52,Bus53,Bus54,Bus55,Bus56,Bus57,Bus58,Bus59,Bus60,Bus62,Bus66,Bus67,Bus76,Bus77,Bus78,Bus79,Bus80,Bus97,Bus98,Bus118,Bus82,Bus83,Bus84,Bus85,Bus86,Bus88,Bus90,Bus92,Bus93,Bus94,Bus95,Bus96,Bus100,Bus101,Bus102,Bus103,Bus104,Bus105,Bus106,Bus107,Bus108,Bus109,Bus110,Bus112,LOAD
211,312.22015,122.4314,238.7498,183.6759,318.3331,116.31845,428.5386,287.71085,208.12755,85.6962,550.96995,153.05365,65.7186,367.2941,275.48495,110.2055,85.6962,61.2445,42.84805,379.5776,104.0926,146.9407,263.25915,361.18115,380.6156,392.14945,271.04445,48.961,134.6572,122.4314,29.44925,75.52855,42.24435,39.68775,32.5606,23.8619,44.6201,44.6201,21.7071,19.29515,63.91525,33.76655,41.00225,24.11895,104.9175,20.50115,20.50115,21.7071,27.73685,136.27215,75.97475,101.2997,14.4714,14.4714,334.04775,94.064,92.85805,47.032,33.76655,82.00455,73.56285,85.62235,47.032,156.7733,18.0892,41.00225,39.7963,250.43595,92.75405,51.0147,111.30485,97.3918,222.6098,361.74085,301.4507,55.65245,139.1311,194.78355,176.2327,171.595,102.02945,23.1885,106.6672,176.2327,143.76875,199.42125,128.1284,9.2754,37.10165,180.8704,115.9426,12287.83375
212,313.9299083,123.10185,240.0572167,184.6817333,320.0763333,116.955425,430.8853333,289.2863917,209.267275,86.16548333,553.987125,153.8917917,66.07848333,369.30545,276.9935417,110.809,86.16548333,61.57988333,43.08269167,381.6562167,104.6626167,147.7453667,264.7007917,363.159025,382.6999,394.2969083,272.528725,49.22911667,135.3946,123.10185,29.88405833,76.64370833,42.868075,40.273725,33.04135,24.21421667,45.2789,45.2789,22.0276,19.58004167,64.85894167,34.26510833,41.60764167,24.47505833,106.4665833,20.80384167,20.80384167,22.0276,28.146375,138.284175,77.09649167,102.7953667,14.68506667,14.68506667,338.979875,95.45283333,94.229075,47.72641667,34.26510833,83.215325,74.64899167,86.88654167,47.72641667,159.0880167,18.35628333,41.60764167,40.38388333,254.7528583,94.35290833,51.89406667,113.223475,99.0706,226.44705,367.976375,306.6469833,56.61175833,141.5293833,198.1411417,179.2705167,174.5528833,103.7881917,23.58821667,108.5058833,179.2705167,146.246975,202.8587917,130.3370167,9.435283333,37.74119167,183.9881667,117.9411667,12416.30506
213,315.6396667,123.7723,241.3646333,185.6875667,321.8195667,117.5924,433.2320667,290.8619333,210.407,86.63476667,557.0043,154.7299333,66.43836667,371.3168,278.5021333,111.4125,86.63476667,61.91526667,43.31733333,383.7348333,105.2326333,148.5500333,266.1424333,365.1369,384.7842,396.4443667,274.013,49.49723333,136.132,123.7723,30.31886667,77.75886667,43.4918,40.8597,33.5221,24.56653333,45.9377,45.9377,22.3481,19.86493333,65.80263333,34.76366667,42.21303333,24.83116667,108.0156667,21.10653333,21.10653333,22.3481,28.5559,140.2962,78.21823333,104.2910333,14.89873333,14.89873333,343.912,96.84166667,95.6001,48.42083333,34.76366667,84.4261,75.73513333,88.15073333,48.42083333,161.4027333,18.62336667,42.21303333,40.97146667,259.0697667,95.95176667,52.77343333,115.1421,100.7494,230.2843,374.2119,311.8432667,57.57106667,143.9276667,201.4987333,182.3083333,177.5107667,105.5469333,23.98793333,110.3445667,182.3083333,148.7252,206.2963333,132.5456333,9.595166667,38.38073333,187.1059333,119.9397333,12544.77637
214,317.349425,124.44275,242.67205,186.6934,323.5628,118.229375,435.5788,292.437475,211.546725,87.10405,560.021475,155.568075,66.79825,373.32815,280.010725,112.016,87.10405,62.25065,43.551975,385.81345,105.80265,149.3547,267.584075,367.114775,386.8685,398.591825,275.497275,49.76535,136.8694,124.44275,30.753675,78.874025,44.115525,41.445675,34.00285,24.91885,46.5965,46.5965,22.6686,20.149825,66.746325,35.262225,42.818425,25.187275,109.56475,21.409225,21.409225,22.6686,28.965425,142.308225,79.339975,105.7867,15.1124,15.1124,348.844125,98.2305,96.971125,49.11525,35.262225,85.636875,76.821275,89.414925,49.11525,163.71745,18.89045,42.818425,41.55905,263.386675,97.550625,53.6528,117.060725,102.4282,234.12155,380.447425,317.03955,58.530375,146.32595,204.856325,185.34615,180.46865,107.305675,24.38765,112.18325,185.34615,151.203425,209.733875,134.75425,9.75505,39.020275,190.2237,121.9383,12673.24768
215,319.0591833,125.1132,243.9794667,187.6992333,325.3060333,118.86635,437.9255333,294.0130167,212.68645,87.57333333,563.03865,156.4062167,67.15813333,375.3395,281.5193167,112.6195,87.57333333,62.58603333,43.78661667,387.8920667,106.3726667,150.1593667,269.0257167,369.09265,388.9528,400.7392833,276.98155,50.03346667,137.6068,125.1132,31.18848333,79.98918333,44.73925,42.03165,34.4836,25.27116667,47.2553,47.2553,22.9891,20.43471667,67.69001667,35.76078333,43.42381667,25.54338333,111.1138333,21.71191667,21.71191667,22.9891,29.37495,144.32025,80.46171667,107.2823667,15.32606667,15.32606667,353.77625,99.61933333,98.34215,49.80966667,35.76078333,86.84765,77.90741667,90.67911667,49.80966667,166.0321667,19.15753333,43.42381667,42.14663333,267.7035833,99.14948333,54.53216667,118.97935,104.107,237.9588,386.68295,322.2358333,59.48968333,148.7242333,208.2139167,188.3839667,183.4265333,109.0644167,24.78736667,114.0219333,188.3839667,153.68165,213.1714167,136.9628667,9.914933333,39.65981667,193.3414667,123.9368667,12801.71899
216,320.7689417,125.78365,245.2868833,188.7050667,327.0492667,119.503325,440.2722667,295.5885583,213.826175,88.04261667,566.055825,157.2443583,67.51801667,377.35085,283.0279083,113.223,88.04261667,62.92141667,44.02125833,389.9706833,106.9426833,150.9640333,270.4673583,371.070525,391.0371,402.8867417,278.465825,50.30158333,138.3442,125.78365,31.62329167,81.10434167,45.362975,42.617625,34.96435,25.62348333,47.9141,47.9141,23.3096,20.71960833,68.63370833,36.25934167,44.02920833,25.89949167,112.6629167,22.01460833,22.01460833,23.3096,29.784475,146.332275,81.58345833,108.7780333,15.53973333,15.53973333,358.708375,101.0081667,99.713175,50.50408333,36.25934167,88.058425,78.99355833,91.94330833,50.50408333,168.3468833,19.42461667,44.02920833,42.73421667,272.0204917,100.7483417,55.41153333,120.897975,105.7858,241.79605,392.918475,327.4321167,60.44899167,151.1225167,211.5715083,191.4217833,186.3844167,110.8231583,25.18708333,115.8606167,191.4217833,156.159875,216.6089583,139.1714833,10.07481667,40.29935833,196.4592333,125.9354333,12930.19029
217,322.4787,126.4541,246.5943,189.7109,328.7925,120.1403,442.619,297.1641,214.9659,88.5119,569.073,158.0825,67.8779,379.3622,284.5365,113.8265,88.5119,63.2568,44.2559,392.0493,107.5127,151.7687,271.909,373.0484,393.1214,405.0342,279.9501,50.5697,139.0816,126.4541,32.0581,82.2195,45.9867,43.2036,35.4451,25.9758,48.5729,48.5729,23.6301,21.0045,69.5774,36.7579,44.6346,26.2556,114.212,22.3173,22.3173,23.6301,30.194,148.3443,82.7052,110.2737,15.7534,15.7534,363.6405,102.397,101.0842,51.1985,36.7579,89.2692,80.0797,93.2075,51.1985,170.6616,19.6917,44.6346,43.3218,276.3374,102.3472,56.2909,122.8166,107.4646,245.6333,399.154,332.6284,61.4083,153.5208,214.9291,194.4596,189.3423,112.5819,25.5868,117.6993,194.4596,158.6381,220.0465,141.3801,10.2347,40.9389,199.577,127.934,13058.6616
218,322.1489083,126.324775,246.3421167,189.5168833,328.45625,120.0174333,442.1663417,296.8602,214.7460667,88.42138333,568.4910333,157.9208333,67.80848333,378.9742333,284.2455167,113.7100917,88.42138333,63.19210833,44.21064167,391.6483583,107.40275,151.6134917,271.630925,372.6668917,392.7193667,404.6199833,279.6638083,50.51798333,138.9393667,126.324775,32.09631667,82.31750833,46.04151667,43.2551,35.48735,26.00675833,48.6308,48.6308,23.65826667,21.02953333,69.66033333,36.80171667,44.6878,26.2869,114.3481417,22.3439,22.3439,23.65826667,30.22999167,148.521125,82.80378333,110.4051417,15.772175,15.772175,364.07395,102.51905,101.2046917,51.259525,36.80171667,89.3756,80.17515,93.3186,51.259525,170.865025,19.715175,44.6878,43.37344167,276.8420417,102.5341,56.3937,123.0408833,107.6608417,246.0818667,399.882925,333.2358333,61.52044167,153.80115,215.3216,194.8147167,189.6880667,112.7874917,25.633525,117.9142333,194.8147167,158.9278,220.4483417,141.6382833,10.25339167,41.01365833,199.9414583,128.167625,13061.49963
219,321.8191167,126.19545,246.0899333,189.3228667,328.12,119.8945667,441.7136833,296.5563,214.5262333,88.33086667,567.9090667,157.7591667,67.73906667,378.5862667,283.9545333,113.5936833,88.33086667,63.12741667,44.16538333,391.2474167,107.2928,151.4582833,271.35285,372.2853833,392.3173333,404.2057667,279.3775167,50.46626667,138.7971333,126.19545,32.13453333,82.41551667,46.09633333,43.3066,35.5296,26.03771667,48.6887,48.6887,23.68643333,21.05456667,69.74326667,36.84553333,44.741,26.3182,114.4842833,22.3705,22.3705,23.68643333,30.26598333,148.69795,82.90236667,110.5365833,15.79095,15.79095,364.5074,102.6411,101.3251833,51.32055,36.84553333,89.482,80.2706,93.4297,51.32055,171.06845,19.73865,44.741,43.42508333,277.3466833,102.721,56.4965,123.2651667,107.8570833,246.5304333,400.61185,333.8432667,61.63258333,154.0815,215.7141,195.1698333,190.0338333,112.9930833,25.68025,118.1291667,195.1698333,159.2175,220.8501833,141.8964667,10.27208333,41.08841667,200.3059167,128.40125,13064.33765
220,321.489325,126.066125,245.83775,189.12885,327.78375,119.7717,441.261025,296.2524,214.3064,88.24035,567.3271,157.5975,67.66965,378.1983,283.66355,113.477275,88.24035,63.062725,44.120125,390.846475,107.18285,151.303075,271.074775,371.903875,391.9153,403.79155,279.091225,50.41455,138.6549,126.066125,32.17275,82.513525,46.15115,43.3581,35.57185,26.068675,48.7466,48.7466,23.7146,21.0796,69.8262,36.88935,44.7942,26.3495,114.620425,22.3971,22.3971,23.7146,30.301975,148.874775,83.00095,110.668025,15.809725,15.809725,364.94085,102.76315,101.445675,51.381575,36.88935,89.5884,80.36605,93.5408,51.381575,171.271875,19.762125,44.7942,43.476725,277.851325,102.9079,56.5993,123.48945,108.053325,246.979,401.340775,334.4507,61.744725,154.36185,216.1066,195.52495,190.3796,113.198675,25.726975,118.3441,195.52495,159.5072,221.252025,142.15465,10.290775,41.163175,200.670375,128.634875,13067.17568
221,321.1595333,125.9368,245.5855667,188.9348333,327.4475,119.6488333,440.8083667,295.9485,214.0865667,88.14983333,566.7451333,157.4358333,67.60023333,377.8103333,283.3725667,113.3608667,88.14983333,62.99803333,44.07486667,390.4455333,107.0729,151.1478667,270.7967,371.5223667,391.5132667,403.3773333,278.8049333,50.36283333,138.5126667,125.9368,32.21096667,82.61153333,46.20596667,43.4096,35.6141,26.09963333,48.8045,48.8045,23.74276667,21.10463333,69.90913333,36.93316667,44.8474,26.3808,114.7565667,22.4237,22.4237,23.74276667,30.33796667,149.0516,83.09953333,110.7994667,15.8285,15.8285,365.3743,102.8852,101.5661667,51.4426,36.93316667,89.6948,80.4615,93.6519,51.4426,171.4753,19.7856,44.8474,43.52836667,278.3559667,103.0948,56.7021,123.7137333,108.2495667,247.4275667,402.0697,335.0581333,61.85686667,154.6422,216.4991,195.8800667,190.7253667,113.4042667,25.7737,118.5590333,195.8800667,159.7969,221.6538667,142.4128333,10.30946667,41.23793333,201.0348333,128.8685,13070.0137
222,320.8297417,125.807475,245.3333833,188.7408167,327.11125,119.5259667,440.3557083,295.6446,213.8667333,88.05931667,566.1631667,157.2741667,67.53081667,377.4223667,283.0815833,113.2444583,88.05931667,62.93334167,44.02960833,390.0445917,106.96295,150.9926583,270.518625,371.1408583,391.1112333,402.9631167,278.5186417,50.31111667,138.3704333,125.807475,32.24918333,82.70954167,46.26078333,43.4611,35.65635,26.13059167,48.8624,48.8624,23.77093333,21.12966667,69.99206667,36.97698333,44.9006,26.4121,114.8927083,22.4503,22.4503,23.77093333,30.37395833,149.228425,83.19811667,110.9309083,15.847275,15.847275,365.80775,103.00725,101.6866583,51.503625,36.97698333,89.8012,80.55695,93.763,51.503625,171.678725,19.809075,44.9006,43.58000833,278.8606083,103.2817,56.8049,123.9380167,108.4458083,247.8761333,402.798625,335.6655667,61.96900833,154.92255,216.8916,196.2351833,191.0711333,113.6098583,25.820425,118.7739667,196.2351833,160.0866,222.0557083,142.6710167,10.32815833,41.31269167,201.3992917,129.102125,13072.85173
223,320.49995,125.67815,245.0812,188.5468,326.775,119.4031,439.90305,295.3407,213.6469,87.9688,565.5812,157.1125,67.4614,377.0344,282.7906,113.12805,87.9688,62.86865,43.98435,389.64365,106.853,150.83745,270.24055,370.75935,390.7092,402.5489,278.23235,50.2594,138.2282,125.67815,32.2874,82.80755,46.3156,43.5126,35.6986,26.16155,48.9203,48.9203,23.7991,21.1547,70.075,37.0208,44.9538,26.4434,115.02885,22.4769,22.4769,23.7991,30.40995,149.40525,83.2967,111.06235,15.86605,15.86605,366.2412,103.1293,101.80715,51.56465,37.0208,89.9076,80.6524,93.8741,51.56465,171.88215,19.83255,44.9538,43.63165,279.36525,103.4686,56.9077,124.1623,108.64205,248.3247,403.52755,336.273,62.08115,155.2029,217.2841,196.5903,191.4169,113.81545,25.86715,118.9889,196.5903,160.3763,222.45755,142.9292,10.34685,41.38745,201.76375,129.33575,13075.68975
224,320.1701583,125.548825,244.8290167,188.3527833,326.43875,119.2802333,439.4503917,295.0368,213.4270667,87.87828333,564.9992333,156.9508333,67.39198333,376.6464333,282.4996167,113.0116417,87.87828333,62.80395833,43.93909167,389.2427083,106.74305,150.6822417,269.962475,370.3778417,390.3071667,402.1346833,277.9460583,50.20768333,138.0859667,125.548825,32.32561667,82.90555833,46.37041667,43.5641,35.74085,26.19250833,48.9782,48.9782,23.82726667,21.17973333,70.15793333,37.06461667,45.007,26.4747,115.1649917,22.5035,22.5035,23.82726667,30.44594167,149.582075,83.39528333,111.1937917,15.884825,15.884825,366.67465,103.25135,101.9276417,51.625675,37.06461667,90.014,80.74785,93.9852,51.625675,172.085575,19.856025,45.007,43.68329167,279.8698917,103.6555,57.0105,124.3865833,108.8382917,248.7732667,404.256475,336.8804333,62.19329167,155.48325,217.6766,196.9454167,191.7626667,114.0210417,25.913875,119.2038333,196.9454167,160.666,222.8593917,143.1873833,10.36554167,41.46220833,202.1282083,129.569375,13078.52778
225,319.8403667,125.4195,244.5768333,188.1587667,326.1025,119.1573667,438.9977333,294.7329,213.2072333,87.78776667,564.4172667,156.7891667,67.32256667,376.2584667,282.2086333,112.8952333,87.78776667,62.73926667,43.89383333,388.8417667,106.6331,150.5270333,269.6844,369.9963333,389.9051333,401.7204667,277.6597667,50.15596667,137.9437333,125.4195,32.36383333,83.00356667,46.42523333,43.6156,35.7831,26.22346667,49.0361,49.0361,23.85543333,21.20476667,70.24086667,37.10843333,45.0602,26.506,115.3011333,22.5301,22.5301,23.85543333,30.48193333,149.7589,83.49386667,111.3252333,15.9036,15.9036,367.1081,103.3734,102.0481333,51.6867,37.10843333,90.1204,80.8433,94.0963,51.6867,172.289,19.8795,45.0602,43.73493333,280.3745333,103.8424,57.1133,124.6108667,109.0345333,249.2218333,404.9854,337.4878667,62.30543333,155.7636,218.0691,197.3005333,192.1084333,114.2266333,25.9606,119.4187667,197.3005333,160.9557,223.2612333,143.4455667,10.38423333,41.53696667,202.4926667,129.803,13081.3658
226,319.510575,125.290175,244.32465,187.96475,325.76625,119.0345,438.545075,294.429,212.9874,87.69725,563.8353,156.6275,67.25315,375.8705,281.91765,112.778825,87.69725,62.674575,43.848575,388.440825,106.52315,150.371825,269.406325,369.614825,389.5031,401.30625,277.373475,50.10425,137.8015,125.290175,32.40205,83.101575,46.48005,43.6671,35.82535,26.254425,49.094,49.094,23.8836,21.2298,70.3238,37.15225,45.1134,26.5373,115.437275,22.5567,22.5567,23.8836,30.517925,149.935725,83.59245,111.456675,15.922375,15.922375,367.54155,103.49545,102.168625,51.747725,37.15225,90.2268,80.93875,94.2074,51.747725,172.492425,19.902975,45.1134,43.786575,280.879175,104.0293,57.2161,124.83515,109.230775,249.6704,405.714325,338.0953,62.417575,156.04395,218.4616,197.65565,192.4542,114.432225,26.007325,119.6337,197.65565,161.2454,223.663075,143.70375,10.402925,41.611725,202.857125,130.036625,13084.20383
227,319.1807833,125.16085,244.0724667,187.7707333,325.43,118.9116333,438.0924167,294.1251,212.7675667,87.60673333,563.2533333,156.4658333,67.18373333,375.4825333,281.6266667,112.6624167,87.60673333,62.60988333,43.80331667,388.0398833,106.4132,150.2166167,269.12825,369.2333167,389.1010667,400.8920333,277.0871833,50.05253333,137.6592667,125.16085,32.44026667,83.19958333,46.53486667,43.7186,35.8676,26.28538333,49.1519,49.1519,23.91176667,21.25483333,70.40673333,37.19606667,45.1666,26.5686,115.5734167,22.5833,22.5833,23.91176667,30.55391667,150.11255,83.69103333,111.5881167,15.94115,15.94115,367.975,103.6175,102.2891167,51.80875,37.19606667,90.3332,81.0342,94.3185,51.80875,172.69585,19.92645,45.1666,43.83821667,281.3838167,104.2162,57.3189,125.0594333,109.4270167,250.1189667,406.44325,338.7027333,62.52971667,156.3243,218.8541,198.0107667,192.7999667,114.6378167,26.05405,119.8486333,198.0107667,161.5351,224.0649167,143.9619333,10.42161667,41.68648333,203.2215833,130.27025,13087.04185
228,318.8509917,125.031525,243.8202833,187.5767167,325.09375,118.7887667,437.6397583,293.8212,212.5477333,87.51621667,562.6713667,156.3041667,67.11431667,375.0945667,281.3356833,112.5460083,87.51621667,62.54519167,43.75805833,387.6389417,106.30325,150.0614083,268.850175,368.8518083,388.6990333,400.4778167,276.8008917,50.00081667,137.5170333,125.031525,32.47848333,83.29759167,46.58968333,43.7701,35.90985,26.31634167,49.2098,49.2098,23.93993333,21.27986667,70.48966667,37.23988333,45.2198,26.5999,115.7095583,22.6099,22.6099,23.93993333,30.58990833,150.289375,83.78961667,111.7195583,15.959925,15.959925,368.40845,103.73955,102.4096083,51.869775,37.23988333,90.4396,81.12965,94.4296,51.869775,172.899275,19.949925,45.2198,43.88985833,281.8884583,104.4031,57.4217,125.2837167,109.6232583,250.5675333,407.172175,339.3101667,62.64185833,156.60465,219.2466,198.3658833,193.1457333,114.8434083,26.100775,120.0635667,198.3658833,161.8248,224.4667583,144.2201167,10.44030833,41.76124167,203.5860417,130.503875,13089.87988
229,318.5212,124.9022,243.5681,187.3827,324.7575,118.6659,437.1871,293.5173,212.3279,87.4257,562.0894,156.1425,67.0449,374.7066,281.0447,112.4296,87.4257,62.4805,43.7128,387.238,106.1933,149.9062,268.5721,368.4703,388.297,400.0636,276.5146,49.9491,137.3748,124.9022,32.5167,83.3956,46.6445,43.8216,35.9521,26.3473,49.2677,49.2677,23.9681,21.3049,70.5726,37.2837,45.273,26.6312,115.8457,22.6365,22.6365,23.9681,30.6259,150.4662,83.8882,111.851,15.9787,15.9787,368.8419,103.8616,102.5301,51.9308,37.2837,90.546,81.2251,94.5407,51.9308,173.1027,19.9734,45.273,43.9415,282.3931,104.59,57.5245,125.508,109.8195,251.0161,407.9011,339.9176,62.754,156.885,219.6391,198.721,193.4915,115.049,26.1475,120.2785,198.721,162.1145,224.8686,144.4783,10.459,41.836,203.9505,130.7375,13092.7179
230,318.020275,124.7057667,243.18505,187.0880083,324.2467583,118.4792833,436.49955,293.0556917,211.993975,87.28820833,561.2054083,155.8969333,66.93946667,374.1173083,280.6027083,112.2527833,87.28820833,62.38224167,43.64405833,386.629,106.0262917,149.6704417,268.149725,367.8908167,387.6863333,399.434425,276.079725,49.87055,137.15875,124.7057667,32.49828333,83.34836667,46.61808333,43.79678333,35.93174167,26.33238333,49.2398,49.2398,23.954525,21.29284167,70.53263333,37.26258333,45.24735833,26.61611667,115.7800833,22.62368333,22.62368333,23.954525,30.60855,150.3809833,83.84069167,111.78765,15.96965,15.96965,368.6330083,103.8027833,102.472025,51.90139167,37.26258333,90.494725,81.1791,94.48715833,51.90139167,173.0046667,19.96208333,45.24735833,43.91660833,282.1833,104.5123,57.48176667,125.4147583,109.7379167,250.8296083,407.5980583,339.6650583,62.707375,156.76845,219.4759167,198.5733667,193.34775,114.9635333,26.128075,120.1891417,198.5733667,161.9940667,224.7015333,144.3709667,10.45123333,41.80491667,203.7989833,130.640375,13077.82066
231,317.51935,124.5093333,242.802,186.7933167,323.7360167,118.2926667,435.812,292.5940833,211.66005,87.15071667,560.3214167,155.6513667,66.83403333,373.5280167,280.1607167,112.0759667,87.15071667,62.28398333,43.57531667,386.02,105.8592833,149.4346833,267.72735,367.3113333,387.0756667,398.80525,275.64485,49.792,136.9427,124.5093333,32.47986667,83.30113333,46.59166667,43.77196667,35.91138333,26.31746667,49.2119,49.2119,23.94095,21.28078333,70.49266667,37.24146667,45.22171667,26.60103333,115.7144667,22.61086667,22.61086667,23.94095,30.5912,150.2957667,83.79318333,111.7243,15.9606,15.9606,368.4241167,103.7439667,102.41395,51.87198333,37.24146667,90.44345,81.1331,94.43361667,51.87198333,172.9066333,19.95076667,45.22171667,43.89171667,281.9735,104.4346,57.43903333,125.3215167,109.6563333,250.6431167,407.2950167,339.4125167,62.66075,156.6519,219.3127333,198.4257333,193.204,114.8780667,26.10865,120.0997833,198.4257333,161.8736333,224.5344667,144.2636333,10.44346667,41.77383333,203.6474667,130.54325,13062.92342
232,317.018425,124.3129,242.41895,186.498625,323.225275,118.10605,435.12445,292.132475,211.326125,87.013225,559.437425,155.4058,66.7286,372.938725,279.718725,111.89915,87.013225,62.185725,43.506575,385.411,105.692275,149.198925,267.304975,366.73185,386.465,398.176075,275.209975,49.71345,136.72665,124.3129,32.46145,83.2539,46.56525,43.74715,35.891025,26.30255,49.184,49.184,23.927375,21.268725,70.4527,37.22035,45.196075,26.58595,115.64885,22.59805,22.59805,23.927375,30.57385,150.21055,83.745675,111.66095,15.95155,15.95155,368.215225,103.68515,102.355875,51.842575,37.22035,90.392175,81.0871,94.380075,51.842575,172.8086,19.93945,45.196075,43.866825,281.7637,104.3569,57.3963,125.228275,109.57475,250.456625,406.991975,339.159975,62.614125,156.53535,219.14955,198.2781,193.06025,114.7926,26.089225,120.010425,198.2781,161.7532,224.3674,144.1563,10.4357,41.74275,203.49595,130.446125,13048.02618
233,316.5175,124.1164667,242.0359,186.2039333,322.7145333,117.9194333,434.4369,291.6708667,210.9922,86.87573333,558.5534333,155.1602333,66.62316667,372.3494333,279.2767333,111.7223333,86.87573333,62.08746667,43.43783333,384.802,105.5252667,148.9631667,266.8826,366.1523667,385.8543333,397.5469,274.7751,49.6349,136.5106,124.1164667,32.44303333,83.20666667,46.53883333,43.72233333,35.87066667,26.28763333,49.1561,49.1561,23.9138,21.25666667,70.41273333,37.19923333,45.17043333,26.57086667,115.5832333,22.58523333,22.58523333,23.9138,30.5565,150.1253333,83.69816667,111.5976,15.9425,15.9425,368.0063333,103.6263333,102.2978,51.81316667,37.19923333,90.3409,81.0411,94.32653333,51.81316667,172.7105667,19.92813333,45.17043333,43.84193333,281.5539,104.2792,57.35356667,125.1350333,109.4931667,250.2701333,406.6889333,338.9074333,62.5675,156.4188,218.9863667,198.1304667,192.9165,114.7071333,26.0698,119.9210667,198.1304667,161.6327667,224.2003333,144.0489667,10.42793333,41.71166667,203.3444333,130.349,13033.12894
234,316.016575,123.9200333,241.65285,185.9092417,322.2037917,117.7328167,433.74935,291.2092583,210.658275,86.73824167,557.6694417,154.9146667,66.51773333,371.7601417,278.8347417,111.5455167,86.73824167,61.98920833,43.36909167,384.193,105.3582583,148.7274083,266.460225,365.5728833,385.2436667,396.917725,274.340225,49.55635,136.29455,123.9200333,32.42461667,83.15943333,46.51241667,43.69751667,35.85030833,26.27271667,49.1282,49.1282,23.900225,21.24460833,70.37276667,37.17811667,45.14479167,26.55578333,115.5176167,22.57241667,22.57241667,23.900225,30.53915,150.0401167,83.65065833,111.53425,15.93345,15.93345,367.7974417,103.5675167,102.239725,51.78375833,37.17811667,90.289625,80.9951,94.27299167,51.78375833,172.6125333,19.91681667,45.14479167,43.81704167,281.3441,104.2015,57.31083333,125.0417917,109.4115833,250.0836417,406.3858917,338.6548917,62.520875,156.30225,218.8231833,197.9828333,192.77275,114.6216667,26.050375,119.8317083,197.9828333,161.5123333,224.0332667,143.9416333,10.42016667,41.68058333,203.1929167,130.251875,13018.23169
235,315.51565,123.7236,241.2698,185.61455,321.69305,117.5462,433.0618,290.74765,210.32435,86.60075,556.78545,154.6691,66.4123,371.17085,278.39275,111.3687,86.60075,61.89095,43.30035,383.584,105.19125,148.49165,266.03785,364.9934,384.633,396.28855,273.90535,49.4778,136.0785,123.7236,32.4062,83.1122,46.486,43.6727,35.82995,26.2578,49.1003,49.1003,23.88665,21.23255,70.3328,37.157,45.11915,26.5407,115.452,22.5596,22.5596,23.88665,30.5218,149.9549,83.60315,111.4709,15.9244,15.9244,367.58855,103.5087,102.18165,51.75435,37.157,90.23835,80.9491,94.21945,51.75435,172.5145,19.9055,45.11915,43.79215,281.1343,104.1238,57.2681,124.94855,109.33,249.89715,406.08285,338.40235,62.47425,156.1857,218.66,197.8352,192.629,114.5362,26.03095,119.74235,197.8352,161.3919,223.8662,143.8343,10.4124,41.6495,203.0414,130.15475,13003.33445
236,315.014725,123.5271667,240.88675,185.3198583,321.1823083,117.3595833,432.37425,290.2860417,209.990425,86.46325833,555.9014583,154.4235333,66.30686667,370.5815583,277.9507583,111.1918833,86.46325833,61.79269167,43.23160833,382.975,105.0242417,148.2558917,265.615475,364.4139167,384.0223333,395.659375,273.470475,49.39925,135.86245,123.5271667,32.38778333,83.06496667,46.45958333,43.64788333,35.80959167,26.24288333,49.0724,49.0724,23.873075,21.22049167,70.29283333,37.13588333,45.09350833,26.52561667,115.3863833,22.54678333,22.54678333,23.873075,30.50445,149.8696833,83.55564167,111.40755,15.91535,15.91535,367.3796583,103.4498833,102.123575,51.72494167,37.13588333,90.187075,80.9031,94.16590833,51.72494167,172.4164667,19.89418333,45.09350833,43.76725833,280.9245,104.0461,57.22536667,124.8553083,109.2484167,249.7106583,405.7798083,338.1498083,62.427625,156.06915,218.4968167,197.6875667,192.48525,114.4507333,26.011525,119.6529917,197.6875667,161.2714667,223.6991333,143.7269667,10.40463333,41.61841667,202.8898833,130.057625,12988.43721
237,314.5138,123.3307333,240.5037,185.0251667,320.6715667,117.1729667,431.6867,289.8244333,209.6565,86.32576667,555.0174667,154.1779667,66.20143333,369.9922667,277.5087667,111.0150667,86.32576667,61.69443333,43.16286667,382.366,104.8572333,148.0201333,265.1931,363.8344333,383.4116667,395.0302,273.0356,49.3207,135.6464,123.3307333,32.36936667,83.01773333,46.43316667,43.62306667,35.78923333,26.22796667,49.0445,49.0445,23.8595,21.20843333,70.25286667,37.11476667,45.06786667,26.51053333,115.3207667,22.53396667,22.53396667,23.8595,30.4871,149.7844667,83.50813333,111.3442,15.9063,15.9063,367.1707667,103.3910667,102.0655,51.69553333,37.11476667,90.1358,80.8571,94.11236667,51.69553333,172.3184333,19.88286667,45.06786667,43.74236667,280.7147,103.9684,57.18263333,124.7620667,109.1668333,249.5241667,405.4767667,337.8972667,62.381,155.9526,218.3336333,197.5399333,192.3415,114.3652667,25.9921,119.5636333,197.5399333,161.1510333,223.5320667,143.6196333,10.39686667,41.58733333,202.7383667,129.9605,12973.53997
