BUS_ID,Unnamed: 0,TYPE,PD,QD,GS,BS,AREA,VM,VA,BASEKV,ZONE,VMAX,VMIN,LAM_P,LAMQ,MU_VMAX,MU_VMIN,BUS_NAME,BUS_LOCATION,VOLL
bus7093,1500,1,109.15,30.93,0,0,7,0.98438,-39.473,115,3,1.1,0.9,852.62,50.22,0,0,HOUSTON 79 0,HOUSTON  ,85262
bus7094,1501,1,76.69,21.73,0,0,7,0.99944,-40.179,115,3,1.1,0.9,722.2,67.24,0,0,HOUSTON 49 0,HOUSTON  ,72220
bus7095,1502,1,0,0,0,0,7,1.0074,-21.541,500,1,1.1,0.9,9.95,5.43,0,0,WADSWORTH 0,WADSWORTH ,995
bus7096,1503,1,0,0,0,0,7,1.0124,-23.77,230,1,1.1,0.9,7.64,14.16,0,0,WADSWORTH 1,WADSWORTH ,764
bus7097,1504,1,0,0,0,0,7,1.0125,-25.474,115,1,1.1,0.9,20,19.56,0,0,WADSWORTH 2,WADSWORTH ,2000
bus7098,1505,3,0,0,0,0,7,1,0,13.8,1,1.1,0.9,7.46,0,0,0,WADSWORTH 3,WADSWORTH ,746
bus7099,1506,2,0,0,0,0,7,1,-13.039,13.8,1,1.1,0.9,9,0,0,0,WADSWORTH 4,WADSWORTH ,900
bus7100,1507,1,62.16,17.61,0,0,7,0.98989,-37.232,115,4,1.1,0.9,1012.3,56.41,0,0,HOUSTON 18 0,HOUSTON  ,101230
bus7101,1508,1,212.51,60.21,0,0,7,0.9962,-38.443,115,3,1.1,0.9,1116.5,96.9,0,0,HOUSTON 88 0,HOUSTON  ,111650
bus7102,1509,1,118.05,33.45,0,0,7,0.9797,-40.823,115,5,1.1,0.9,354.3,59.89,0,0,TOMBALL 1 0,TOMBALL  ,35430
bus7103,1510,1,58.64,16.61,0,0,7,0.99033,-37.579,115,4,1.1,0.9,903.59,48.02,0,0,HOUSTON 22 0,HOUSTON  ,90359
bus7104,1511,1,0,0,0,0,7,1.0312,-24.707,500,4,1.1,0.9,48.18,-2.57,0,0,DEER PARK 0,DEER PARK ,4818
bus7105,1512,1,0,0,0,0,7,1.0168,-29.208,230,4,1.1,0.9,27.76,-21.72,0,0,DEER PARK 1,DEER PARK ,2776
bus7106,1513,1,92.07,26.09,0,0,7,1.0104,-33.453,115,4,1.1,0.9,299.42,73.55,0,0,DEER PARK 2,DEER PARK ,29942
bus7107,1514,2,0,0,0,0,7,1.0387,-23.903,24,4,1.1,0.9,48.23,-2.55,0,0,DEER PARK 3,DEER PARK ,4823
bus7108,1515,2,0,0,0,0,7,1.04,-23.48,24,4,1.1,0.9,48.25,0,0,0,DEER PARK 4,DEER PARK ,4825
bus7109,1516,2,0,0,0,0,7,1.04,-23.688,24,4,1.1,0.9,48.24,0,0,0,DEER PARK 5,DEER PARK ,4824
bus7110,1517,2,0,0,0,0,7,1.04,-22.732,24,4,1.1,0.9,48.27,0,0,0,DEER PARK 6,DEER PARK ,4827
bus7111,1518,2,0,0,0,0,7,1.04,-22.684,24,4,1.1,0.9,48.27,0,0,0,DEER PARK 7,DEER PARK ,4827
bus7112,1519,2,0,0,0,0,7,1.04,-23.486,24,4,1.1,0.9,48.25,0,0,0,DEER PARK 8,DEER PARK ,4825
bus7113,1520,2,0,0,0,0,7,1.04,-22.343,24,4,1.1,0.9,48.27,0,0,0,DEER PARK 9,DEER PARK ,4827
bus7114,1521,2,0,0,0,0,7,1.04,-23.568,24,4,1.1,0.9,48.25,0,0,0,DEER PARK 10,DEER PARK ,4825
bus7115,1522,2,0,0,0,0,7,1.04,-23.567,24,4,1.1,0.9,48.24,0,0,0,DEER PARK 11,DEER PARK ,4824
bus7116,1523,1,12.16,3.45,0,0,7,0.97752,-39.664,115,1,1.1,0.9,641.83,151.15,0,0,WALLIS 0,WALLIS ,64183
bus7117,1524,1,84.03,23.81,0,0,7,0.98988,-39.318,115,3,1.1,0.9,755.83,53.87,0,0,HOUSTON 67 0,HOUSTON  ,75583
bus7118,1525,1,121.15,34.33,0,0,7,0.98029,-40.406,115,5,1.1,0.9,406.22,62.91,0,0,SPRING 4 0,SPRING  ,40622
bus7119,1526,1,49.7,14.08,0,0,7,0.99041,-37.123,115,4,1.1,0.9,1007.4,30.5,0,0,SOUTH HOUSTON 0,SOUTH HOUSTON ,100740
bus7120,1527,1,149.7,42.41,0,0,7,0.98062,-40.454,115,3,1.1,0.9,1247.8,113.98,0,0,HOUSTON 3 0,HOUSTON  ,124780
bus7121,1528,2,0,0,0,0,7,0.98062,-40.454,18,3,1.1,0.9,1247.8,113.98,0,0,HOUSTON 3 1,HOUSTON  ,124780
bus7122,1529,2,0,0,0,0,7,0.98062,-40.454,18,3,1.1,0.9,1247.8,113.98,0,0,HOUSTON 3 2,HOUSTON  ,124780
bus7123,1530,1,6.63,1.88,0,0,7,0.99282,-31.471,115,6,1.1,0.9,85.74,9.47,0,0,SEADRIFT 0,SEADRIFT ,8574
bus7124,1531,1,164.66,46.65,0,0,7,0.98768,-38.594,115,3,1.1,0.9,728.01,86.06,0,0,HOUSTON 34 0,HOUSTON  ,72801
bus7125,1532,1,0,0,0,0,7,1.0269,-25.549,500,3,1.1,0.9,36.06,2.68,0,0,SUGAR LAND 2 0,SUGAR LAND  ,3606
bus7126,1533,1,0,0,0,0,7,1.0093,-31.848,230,3,1.1,0.9,90.43,44.95,0,0,SUGAR LAND 2 1,SUGAR LAND  ,9043
bus7127,1534,1,223.54,63.34,0,0,7,1.0045,-34.529,115,3,1.1,0.9,249.15,138.18,0,0,SUGAR LAND 2 2,SUGAR LAND  ,24915
bus7128,1535,1,63.94,18.12,0,0,7,0.99494,-39.908,115,5,1.1,0.9,572.5,140.4,0,0,CONROE 7 0,CONROE  ,57250
bus7129,1536,1,5.15,1.46,0,0,7,1.0154,-34.037,115,6,1.1,0.9,131.35,48.39,0,0,LOLITA 0,LOLITA ,13135
bus7130,1537,1,0,0,0,0,7,1.0282,-24.429,500,4,1.1,0.9,46.88,-3.76,0,0,LAPORTE 0,LAPORTE ,4688
bus7131,1538,1,0,0,0,0,7,1.0148,-29.281,230,4,1.1,0.9,99.36,-2.67,0,0,LAPORTE 1,LAPORTE ,9936
bus7132,1539,1,72.75,20.61,0,0,7,1.0026,-32.941,115,4,1.1,0.9,255.9,6.01,0,0,LAPORTE 2,LAPORTE ,25590
bus7133,1540,2,0,0,0,0,7,1.0273,-23.956,13.8,4,1.1,0.9,46.94,-3.77,0,0,LAPORTE 3,LAPORTE ,4694
bus7134,1541,2,0,0,0,0,7,1.0252,-22.918,13.8,4,1.1,0.9,47.05,-3.78,0,0,LAPORTE 4,LAPORTE ,4705
bus7135,1542,2,0,0,0,0,7,1.0243,-22.529,13.8,4,1.1,0.9,47.09,-3.79,0,0,LAPORTE 5,LAPORTE ,4709
bus7136,1543,2,0,0,0,0,7,1.0238,-22.34,13.8,4,1.1,0.9,47.12,-3.8,0,0,LAPORTE 6,LAPORTE ,4712
bus7137,1544,2,0,0,0,0,7,1.024,-22.261,13.8,4,1.1,0.9,47.1,-3.79,0,0,LAPORTE 7,LAPORTE ,4710
bus7138,1545,2,0,0,0,0,7,1.0253,-22.988,13.8,4,1.1,0.9,47.04,-3.78,0,0,LAPORTE 8,LAPORTE ,4704
bus7139,1546,2,0,0,0,0,7,1.0254,-22.935,13.8,4,1.1,0.9,47.03,-3.78,0,0,LAPORTE 9,LAPORTE ,4703
bus7140,1547,2,0,0,0,0,7,1.0256,-23.168,13.8,4,1.1,0.9,47.03,-3.78,0,0,LAPORTE 10,LAPORTE ,4703
bus7141,1548,2,0,0,0,0,7,1.0266,-23.602,13.8,4,1.1,0.9,46.97,-3.77,0,0,LAPORTE 11,LAPORTE ,4697
bus7142,1549,2,0,0,0,0,7,1.0261,-23.336,13.8,4,1.1,0.9,47,-3.78,0,0,LAPORTE 12,LAPORTE ,4700
bus7143,1550,1,59.96,16.99,0,0,7,0.99249,-41.112,115,5,1.1,0.9,563.65,26.53,0,0,NEW CANEY 0,NEW CANEY ,56365
bus7144,1551,1,97.68,27.68,0,0,7,0.99199,-36.572,115,4,1.1,0.9,1148.3,57.8,0,0,HOUSTON 14 0,HOUSTON  ,114830
bus7145,1552,1,143.78,40.74,0,288.02,7,1.02,-41.123,115,4,1.1,0.9,487,0,0,0,HOUSTON 2 0,HOUSTON  ,48700
bus7146,1553,2,0,0,0,0,7,1.0179,-39.926,13.8,4,1.1,0.9,486.57,0.06,0,0,HOUSTON 2 1,HOUSTON  ,48657
bus7147,1554,1,47.29,13.4,0,0,7,1.0001,-38.3,115,3,1.1,0.9,384.39,363.96,0,0,HOUSTON 78 0,HOUSTON  ,38439
bus7148,1555,1,59.46,16.85,0,0,7,0.98396,-40.197,115,3,1.1,0.9,547.46,67.4,0,0,HOUSTON 40 0,HOUSTON  ,54746
bus7149,1556,1,12.25,3.47,0,0,7,0.99853,-34.868,115,6,1.1,0.9,120.37,9.96,0,0,BLOOMINGTON 0,BLOOMINGTON ,12037
bus7150,1557,1,0,0,0,125.49,7,1.02,-38.469,230,5,1.1,0.9,33.6,0,0,0,WILLIS 2 0,WILLIS  ,3360
bus7151,1558,1,44.05,12.48,0,0,7,1.0121,-40.964,115,5,1.1,0.9,137.88,20.58,0,0,WILLIS 2 1,WILLIS  ,13788
bus7152,1559,1,3.59,1.02,0,0,7,0.99101,-38.269,115,3,1.1,0.9,767.07,28.27,0,0,HOUSTON 51 0,HOUSTON  ,76707
bus7153,1560,1,26.21,7.42,0,0,7,0.99523,-28.296,115,1,1.1,0.9,44.14,18.68,0,0,PALACIOS 0,PALACIOS ,4414
bus7154,1561,1,58.6,16.6,0,0,7,0.99748,-40.91,115,5,1.1,0.9,353.14,40.27,0,0,CONROE 4 0,CONROE  ,35314
bus7155,1562,1,78.41,22.22,0,0,7,0.9832,-38.541,115,3,1.1,0.9,852.9,83.98,0,0,HOUSTON 52 0,HOUSTON  ,85290
bus7156,1563,1,0,0,0,0,7,1.0002,-35.419,230,5,1.1,0.9,164.74,21.74,0,0,SPRING 2 0,SPRING  ,16474
bus7157,1564,1,163.83,46.42,0,0,7,0.99317,-38.756,115,5,1.1,0.9,309.64,57.92,0,0,SPRING 2 1,SPRING  ,30964
bus7158,1565,1,78.37,22.2,0,0,7,0.97853,-39.587,115,4,1.1,0.9,332.2,68.88,0,0,KINGWOOD 1 0,KINGWOOD  ,33220
bus7159,1566,1,0,0,0,0,7,1.0246,-31.316,500,3,1.1,0.9,17.12,-10.47,0,0,HOUSTON 5 0,HOUSTON  ,1712
bus7160,1567,1,0,0,0,0,7,1.0116,-33.61,230,3,1.1,0.9,9.75,-18.96,0,0,HOUSTON 5 1,HOUSTON  ,975
bus7161,1568,1,137.54,38.97,0,0,7,1.0014,-36.996,115,3,1.1,0.9,-77.81,-45.75,0,0,HOUSTON 5 2,HOUSTON  ,100
bus7162,1569,2,0,0,0,0,7,1.0335,-30.366,18,3,1.1,0.9,17.18,-10.29,0,0,HOUSTON 5 3,HOUSTON  ,1718
bus7163,1570,2,0,0,0,0,7,1.0382,-29.847,18,3,1.1,0.9,17.2,-10.2,0,0,HOUSTON 5 4,HOUSTON  ,1720
bus7164,1571,2,0,0,0,0,7,1.0345,-30.245,18,3,1.1,0.9,17.18,-10.27,0,0,HOUSTON 5 5,HOUSTON  ,1718
bus7165,1572,2,0,0,0,0,7,1.0335,-30.352,18,3,1.1,0.9,17.18,-10.29,0,0,HOUSTON 5 6,HOUSTON  ,1718
bus7166,1573,2,0,0,0,0,7,1.04,-29.602,18,3,1.1,0.9,17.29,0,0,0,HOUSTON 5 7,HOUSTON  ,1729
bus7167,1574,2,0,0,0,0,7,1.04,-29.231,18,3,1.1,0.9,17.31,0,0,0,HOUSTON 5 8,HOUSTON  ,1731
bus7168,1575,2,0,0,0,0,7,1.0348,-30.212,18,3,1.1,0.9,17.18,-10.26,0,0,HOUSTON 5 9,HOUSTON  ,1718
bus7169,1576,2,0,0,0,0,7,1.0329,-30.412,18,3,1.1,0.9,17.17,-10.3,0,0,HOUSTON 5 10,HOUSTON  ,1717
bus7170,1577,2,0,0,0,0,7,1.04,-29.098,18,3,1.1,0.9,17.38,0,0,0,HOUSTON 5 11,HOUSTON  ,1738
bus7171,1578,1,0,0,0,0,7,1.0125,-31.612,230,2,1.1,0.9,-3.39,-34.26,0,0,TEXAS CITY 1 0,TEXAS CITY  ,100
bus7172,1579,1,91.12,25.82,0,0,7,1.013,-33.768,115,2,1.1,0.9,67.23,-11.72,0,0,TEXAS CITY 1 1,TEXAS CITY  ,6723
bus7173,1580,1,112.54,31.89,0,0,7,0.9768,-40.469,115,4,1.1,0.9,934.47,26.29,0,0,KINGWOOD 2 0,KINGWOOD  ,93447
bus7174,1581,1,124.67,35.32,0,0,7,0.9889,-35.891,115,4,1.1,0.9,1811.4,362.07,0,0,HOUSTON 8 0,HOUSTON  ,181140
bus7175,1582,1,0,0,0,0,7,1.0225,-32.459,500,5,1.1,0.9,31.04,-7.64,0,0,SPRING 7 0,SPRING  ,3104
bus7176,1583,1,0,0,0,0,7,1.0075,-34.836,230,5,1.1,0.9,72.74,-2.31,0,0,SPRING 7 1,SPRING  ,7274
bus7177,1584,1,211.63,59.96,0,0,7,0.985,-39.656,115,5,1.1,0.9,343.92,59.62,0,0,SPRING 7 2,SPRING  ,34392
bus7178,1585,1,122.49,34.71,0,0,7,0.98094,-40.628,115,3,1.1,0.9,549.91,73.35,0,0,HOUSTON 41 0,HOUSTON  ,54991
bus7179,1586,1,58.29,16.52,0,0,7,0.9877,-37.537,115,3,1.1,0.9,949.77,216.08,0,0,FRESNO 0,FRESNO ,94977
bus7180,1587,1,91.45,25.91,0,0,7,0.98812,-39.069,115,3,1.1,0.9,744.22,83.89,0,0,HOUSTON 48 0,HOUSTON  ,74422
bus7181,1588,1,148.98,42.21,0,0,7,0.98127,-40.548,115,3,1.1,0.9,1096.7,157.82,0,0,HOUSTON 58 0,HOUSTON  ,109670
bus7182,1589,1,2.07,0.59,0,0,7,0.98245,-40.52,115,3,1.1,0.9,779.09,197.82,0,0,PATTISON 0,PATTISON ,77909
bus7183,1590,1,215.91,61.17,0,402,7,1.02,-40.082,115,3,1.1,0.9,852.25,0,0,0,HOUSTON 77 0,HOUSTON  ,85225
bus7184,1591,1,0,0,0,0,7,1.0167,-28.594,230,3,1.1,0.9,-86.86,-71.46,0,0,MISSOURI CITY 2 0,MISSOURI CITY  ,100
bus7185,1592,1,168.93,47.86,0,0,7,1.006,-31.088,115,3,1.1,0.9,1268.3,219.89,0,0,MISSOURI CITY 2 1,MISSOURI CITY  ,126830
bus7186,1593,1,0,0,0,0,7,1.0229,-26.83,500,3,1.1,0.9,94.97,7.1,0,0,HOUSTON 4 0,HOUSTON  ,9497
bus7187,1594,1,0,0,0,0,7,1.0083,-31.264,230,3,1.1,0.9,203.19,25.57,0,0,HOUSTON 4 1,HOUSTON  ,20319
bus7188,1595,1,76.58,21.7,0,0,7,0.99732,-36.383,115,3,1.1,0.9,634.41,83.04,0,0,HOUSTON 4 2,HOUSTON  ,63441
bus7189,1596,2,0,0,0,0,7,1.0244,-26.673,13.8,3,1.1,0.9,94.93,7.08,0,0,HOUSTON 4 3,HOUSTON  ,9493
bus7190,1597,2,0,0,0,0,7,1.03,-25.443,13.8,3,1.1,0.9,94.68,0,0,0,HOUSTON 4 4,HOUSTON  ,9468
bus7191,1598,2,0,0,0,0,7,1.0229,-26.83,13.8,3,1.1,0.9,94.97,7.1,0,0,HOUSTON 4 5,HOUSTON  ,9497
bus7192,1599,2,0,0,0,0,7,1.0293,-26.14,13.8,3,1.1,0.9,94.77,7,0,0,HOUSTON 4 6,HOUSTON  ,9477
bus7193,1600,2,0,0,0,0,7,1.024,-26.72,13.8,3,1.1,0.9,94.94,7.08,0,0,HOUSTON 4 7,HOUSTON  ,9494
bus7194,1601,2,0,0,0,0,7,1.03,-24.947,13.8,3,1.1,0.9,94.57,0,0,0,HOUSTON 4 8,HOUSTON  ,9457
bus7195,1602,2,0,0,0,0,7,1.03,-24.647,13.8,3,1.1,0.9,94.47,0,0,0,HOUSTON 4 9,HOUSTON  ,9447
bus7196,1603,2,0,0,0,0,7,1.03,-25.658,13.8,3,1.1,0.9,94.67,0,0,0,HOUSTON 4 10,HOUSTON  ,9467
bus7197,1604,2,0,0,0,0,7,1.0299,-26.079,13.8,3,1.1,0.9,94.75,6.99,0,0,HOUSTON 4 11,HOUSTON  ,9475
bus7198,1605,1,86.12,24.4,0,206.64,7,1.02,-40.058,115,5,1.1,0.9,2099.3,0,0,0,TOMBALL 2 0,TOMBALL  ,209930
bus7199,1606,1,0,0,0,0,7,1.0212,-31.39,500,5,1.1,0.9,-0.26,-17.23,0,0,CYPRESS 1 0,CYPRESS  ,100
bus7200,1607,1,0,0,0,0,7,1.0087,-35.521,230,5,1.1,0.9,-141.29,-61.26,0,0,CYPRESS 1 1,CYPRESS  ,100
bus7201,1608,1,216.79,61.42,0,0,7,1.0059,-39.202,115,5,1.1,0.9,2211.4,17.55,0,0,CYPRESS 1 2,CYPRESS  ,221140
bus7202,1609,1,35.93,10.18,0,0,7,0.98536,-42.994,115,5,1.1,0.9,848.6,171.65,0,0,HEMPSTEAD 0,HEMPSTEAD ,84860
bus7203,1610,1,20.55,5.82,0,0,7,0.99279,-34.123,115,1,1.1,0.9,558.11,170.61,0,0,WEST COLUMBIA 0,WEST COLUMBIA ,55811
bus7204,1611,1,0,0,0,0,7,1.0337,-24.518,500,4,1.1,0.9,25.64,-2.88,0,0,BAYTOWN 1 0,BAYTOWN  ,2564
bus7205,1612,1,0,0,0,0,7,1.0242,-27.64,230,4,1.1,0.9,33.4,-9.81,0,0,BAYTOWN 1 1,BAYTOWN  ,3340
bus7206,1613,1,0,0,0,0,7,1.0195,-31.735,115,4,1.1,0.9,157.43,13.47,0,0,BAYTOWN 1 2,BAYTOWN  ,15743
bus7207,1614,2,0,0,0,0,7,1.0337,-24.518,18,4,1.1,0.9,25.64,-2.88,0,0,BAYTOWN 1 3,BAYTOWN  ,2564
bus7208,1615,2,0,0,0,0,7,1.04,-20.769,18,4,1.1,0.9,25.73,0,0,0,BAYTOWN 1 4,BAYTOWN  ,2573
bus7209,1616,2,0,0,0,0,7,1.04,-21.924,18,4,1.1,0.9,25.71,0,0,0,BAYTOWN 1 5,BAYTOWN  ,2571
bus7210,1617,2,0,0,0,0,7,1.04,-22.45,18,4,1.1,0.9,25.72,0,0,0,BAYTOWN 1 6,BAYTOWN  ,2572
bus7211,1618,2,0,0,0,0,7,1.04,-23.032,18,4,1.1,0.9,25.7,0,0,0,BAYTOWN 1 7,BAYTOWN  ,2570
bus7212,1619,2,0,0,0,0,7,1.04,-22.098,18,4,1.1,0.9,25.72,0,0,0,BAYTOWN 1 8,BAYTOWN  ,2572
bus7213,1620,1,68.5,19.41,0,0,7,1.0001,-35.771,115,2,1.1,0.9,1287,464.22,0,0,SANTA FE 1 0,SANTA FE  ,128700
bus7214,1621,1,83.89,23.77,0,0,7,0.98581,-37.757,115,3,1.1,0.9,883.32,131.73,0,0,HOUSTON 27 0,HOUSTON  ,88332
bus7215,1622,1,104.88,29.72,0,0,7,0.98426,-41.205,115,5,1.1,0.9,336.15,69.03,0,0,SPRING 5 0,SPRING  ,33615
bus7216,1623,1,92.56,26.23,0,0,7,0.98523,-39.094,115,3,1.1,0.9,780.14,104.13,0,0,HOUSTON 46 0,HOUSTON  ,78014
bus7217,1624,1,76.39,21.64,0,0,7,0.98861,-39.192,115,4,1.1,0.9,760.16,70.47,0,0,HOUSTON 23 0,HOUSTON  ,76016
bus7218,1625,1,48.11,13.63,0,0,7,0.98361,-42.735,115,5,1.1,0.9,1212.6,210.96,0,0,MONTGOMERY 0,MONTGOMERY ,121260
bus7219,1626,1,1.25,0.36,0,0,7,0.9981,-36.779,115,1,1.1,0.9,731.12,165.18,0,0,HUNGERFORD 0,HUNGERFORD ,73112
bus7220,1627,1,141.27,40.03,0,0,7,0.98882,-39.155,115,3,1.1,0.9,967.96,-89.24,0,0,HOUSTON 84 0,HOUSTON  ,96796
bus7221,1628,1,169.58,48.05,0,0,7,0.98786,-38.833,115,3,1.1,0.9,825.31,32.62,0,0,HOUSTON 83 0,HOUSTON  ,82531
bus7222,1629,1,86.99,24.65,0,0,7,0.98764,-37.758,115,3,1.1,0.9,887.65,53.13,0,0,HOUSTON 24 0,HOUSTON  ,88765
bus7223,1630,1,49.62,14.06,0,0,7,0.99159,-39.092,115,5,1.1,0.9,923.49,57.96,0,0,HOUSTON 76 0,HOUSTON  ,92349
bus7224,1631,1,30.77,8.72,0,0,7,0.9861,-39.365,115,3,1.1,0.9,792.87,124.11,0,0,HOUSTON 43 0,HOUSTON  ,79287
bus7225,1632,1,111.44,31.57,0,0,7,0.98212,-41.072,115,3,1.1,0.9,1272,69.34,0,0,HOUSTON 81 0,HOUSTON  ,127200
bus7226,1633,1,45.25,12.82,0,0,7,0.99436,-38.592,115,3,1.1,0.9,925.75,-63.94,0,0,HOUSTON 35 0,HOUSTON  ,92575
bus7227,1634,1,0,0,0,0,7,1.0253,-29.867,500,3,1.1,0.9,18.54,-7.05,0,0,HOUSTON 90 0,HOUSTON  ,1854
bus7228,1635,1,0,0,0,0,7,1.0076,-33.825,230,3,1.1,0.9,54.42,-9.77,0,0,HOUSTON 90 1,HOUSTON  ,5442
bus7229,1636,1,285.41,80.87,0,0,7,1.0008,-36.221,115,3,1.1,0.9,235.6,50.75,0,0,HOUSTON 90 2,HOUSTON  ,23560
bus7230,1637,1,7.37,2.09,0,0,7,1.0035,-38.408,115,1,1.1,0.9,884.68,167.45,0,0,BEASLEY 0,BEASLEY ,88468
bus7231,1638,1,50.85,14.41,0,0,7,0.9956,-34.8,115,4,1.1,0.9,216.82,-9.76,0,0,HOUSTON 7 0,HOUSTON  ,21682
bus7232,1639,1,42.92,12.16,0,0,7,1.0149,-34.558,115,2,1.1,0.9,112.13,-5.95,0,0,LA MARQUE 0,LA MARQUE ,11213
bus7233,1640,1,33.2,9.41,0,0,7,0.98301,-43.051,115,5,1.1,0.9,1059.4,170.31,0,0,WALLER 0,WALLER ,105940
bus7234,1641,1,77.31,21.9,0,0,7,0.99191,-40.902,115,5,1.1,0.9,443.91,39.46,0,0,PORTER 0,PORTER ,44391
bus7235,1642,1,151.62,42.96,0,203.69,7,1.02,-42.347,115,3,1.1,0.9,1316.5,0,0,0,CYPRESS 2 0,CYPRESS  ,131650
bus7236,1643,1,38.27,10.84,0,224.97,7,1.02,-41.022,115,5,1.1,0.9,586.81,0,0,0,HOUSTON 30 0,HOUSTON  ,58681
bus7237,1644,1,15.09,4.28,0,0,7,0.98276,-38.832,115,1,1.1,0.9,660.84,203.46,0,0,FULSHEAR 0,FULSHEAR ,66084
bus7238,1645,1,47.85,13.56,0,88.8,7,1.0165,-36.478,115,4,1.1,0.9,261.5,38.46,0,0,LIBERTY 0,LIBERTY ,26150
bus7239,1646,1,42.4,12.01,0,0,7,0.99511,-35.425,115,4,1.1,0.9,207.34,18.46,0,0,WINNIE 0,WINNIE ,20734
bus7240,1647,1,107.69,30.51,0,0,7,0.99722,-39.318,115,3,1.1,0.9,1200.2,-507.33,0,0,HOUSTON 63 0,HOUSTON  ,120020
bus7241,1648,1,104.32,29.56,0,0,7,0.98385,-39.897,115,3,1.1,0.9,778.83,81.41,0,0,HOUSTON 70 0,HOUSTON  ,77883
bus7242,1649,1,80.14,22.71,0,0,7,0.98487,-39.952,115,3,1.1,0.9,627.29,53.42,0,0,HOUSTON 55 0,HOUSTON  ,62729
bus7243,1650,1,78.71,22.3,0,0,7,0.99367,-38.017,115,4,1.1,0.9,316.8,44.7,0,0,CROSBY 0,CROSBY ,31680
bus7244,1651,1,38.02,10.77,0,0,7,0.98945,-36.87,115,3,1.1,0.9,1227.8,159.08,0,0,MANVEL 0,MANVEL ,122780
bus7245,1652,1,98.79,27.99,0,0,7,0.99175,-41.155,115,5,1.1,0.9,532.97,43.95,0,0,HOUSTON 54 0,HOUSTON  ,53297
bus7246,1653,1,199.51,56.53,0,0,7,0.97673,-41.367,115,3,1.1,0.9,1509.8,99.38,0,0,HOUSTON 89 0,HOUSTON  ,150980
bus7247,1654,1,9.2,2.61,0,0,7,0.99263,-34.544,115,1,1.1,0.9,478.76,158.68,0,0,DAMON 0,DAMON ,47876
bus7248,1655,1,220.52,62.48,0,0,7,0.98233,-40.058,115,3,1.1,0.9,771.38,192.44,0,0,HOUSTON 74 0,HOUSTON  ,77138
bus7249,1656,1,71.82,20.35,0,0,7,0.98575,-39.027,115,3,1.1,0.9,725.01,84.5,0,0,HOUSTON 26 0,HOUSTON  ,72501
bus7250,1657,1,32.62,9.24,0,0,7,0.99693,-38.14,115,3,1.1,0.9,708.03,62.11,0,0,HOUSTON 32 0,HOUSTON  ,70803
bus7251,1658,1,35.62,10.09,0,0,7,0.98962,-42.734,115,5,1.1,0.9,1270.8,117.06,0,0,HOCKLEY 0,HOCKLEY ,127080
bus7252,1659,1,0,0,0,0,7,1.0171,-29.966,230,2,1.1,0.9,-219.92,-105.53,0,0,ANGLETON 0,ANGLETON ,100
bus7253,1660,1,90.93,25.76,0,0,7,1.0026,-33.21,115,2,1.1,0.9,1858.9,316.96,0,0,ANGLETON 1,ANGLETON ,185890
bus7254,1661,1,50.13,14.2,0,0,7,1.0088,-42.017,115,5,1.1,0.9,216.05,20.06,0,0,CONROE 3 0,CONROE  ,21605
bus7255,1662,1,58.99,16.71,0,0,7,0.99483,-37.033,115,3,1.1,0.9,671.31,80.01,0,0,HOUSTON 39 0,HOUSTON  ,67131
bus7256,1663,1,86.86,24.61,0,0,7,0.98877,-38.143,115,3,1.1,0.9,1015,47.66,0,0,HOUSTON 59 0,HOUSTON  ,101500
bus7257,1664,1,127.15,36.03,0,0,7,0.9868,-36.863,115,4,1.1,0.9,1306,235.28,0,0,PEARLAND 1 0,PEARLAND  ,130600
bus7258,1665,1,42.99,12.18,0,0,7,0.98997,-38.137,115,3,1.1,0.9,752.44,77.18,0,0,HOUSTON 56 0,HOUSTON  ,75244
bus7259,1666,1,146.05,41.38,0,0,7,0.99832,-37.765,115,4,1.1,0.9,594.73,45.06,0,0,HOUSTON 13 0,HOUSTON  ,59473
bus7260,1667,1,124.64,35.31,0,0,7,0.99713,-35.855,115,4,1.1,0.9,265.32,49.16,0,0,CHANNELVIEW 2 0,CHANNELVIEW  ,26532
bus7261,1668,1,0,0,0,0,7,1.0159,-26.412,230,1,1.1,0.9,107.08,4.69,0,0,BAY CITY 0,BAY CITY ,10708
bus7262,1669,1,72.03,20.41,0,53.12,7,1.02,-28.512,115,1,1.1,0.9,140.85,0,0,0,BAY CITY 1,BAY CITY ,14085
bus7263,1670,1,0,0,0,0,7,1.0273,-24.77,500,4,1.1,0.9,37.77,-5.85,0,0,PASADENA 3 0,PASADENA  ,3777
bus7264,1671,1,0,0,0,0,7,1.0192,-27.768,230,4,1.1,0.9,40.11,-15.51,0,0,PASADENA 3 1,PASADENA  ,4011
bus7265,1672,1,62.91,17.82,0,0,7,1.0023,-33.128,115,4,1.1,0.9,169.5,-2.96,0,0,PASADENA 3 2,PASADENA  ,16950
bus7266,1673,2,0,0,0,0,7,1.0249,-23.493,13.8,4,1.1,0.9,37.86,-5.88,0,0,PASADENA 3 3,PASADENA  ,3786
bus7267,1674,2,0,0,0,0,7,1.0227,-22.559,13.8,4,1.1,0.9,38.19,-5.91,0,0,PASADENA 3 4,PASADENA  ,3819
bus7268,1675,2,0,0,0,0,7,1.026,-24.082,13.8,4,1.1,0.9,37.9,-5.87,0,0,PASADENA 3 5,PASADENA  ,3790
bus7269,1676,2,0,0,0,0,7,1.023,-22.781,13.8,4,1.1,0.9,38.16,-5.91,0,0,PASADENA 3 6,PASADENA  ,3816
