,GEN_BUS,PG,QG,QMAX,QMIN,VG,MBASE,GEN_STATUS,PMAX,PMIN,PC1,PC2,QC1MIN,QC1MAX,QC2MIN,QC2MAX,RAMP_AGC,RAMP_10,RAMP_30,RAMP_Q,APF,MU_PMAX,MU_PMIN,MU_QMAX,MU_QMIN,COST_0,COST_1,COST_2,COST_3,COST_4,COST_5,COST_6,COST_7,COST_8,COST_9,COST_10,COST_11,FUEL_TYPE,GEN_TYPE,MINIMUM_UP_TIME,MINIMUM_DOWN_TIME,STARTUP_RAMP,SHUTDOWN_RAMP,RESERVE_PRICE,REGULATION_PRICE,VOM,STARTUP,SHUTDOWN,RAMP_COST
coal282,bus6079,328.92,-68.73,262.51,-68.73,1,676,1,563.33,169,0,0,0,0,0,0,0,563.33,0,0,563.33,0,0,0,0,169,3380,563.33,8259.02501,0,0,0,0,0,0,0,0,coal,Thermal,3,2,225.332,225.332,2,1.5,1.91,5,2,1.23416513
coal283,bus6080,328.92,-68.73,262.51,-68.73,1,676,1,563.33,169,0,0,0,0,0,0,0,563.33,0,0,563.33,0,0,0,0,169,3380,563.33,8259.02501,0,0,0,0,0,0,0,0,coal,Thermal,3,2,225.332,225.332,2,1.5,1.91,5,2,1.23416513
hydro284,bus6082,41.37,17.29,25.04,-1.08,1.04,26.4,1,41.37,41.37,0,0,0,0,0,0,0,41.37,0,0,22,0,0,0,0,41.37,0,41.37,0,0,0,0,0,0,0,0,0,hydro,Hydro,3,2,41.37,41.37,2,1.5,1.91,5,2,0
hydro285,bus6083,65.3,11.97,25.04,-1.08,1.04,26.4,1,65.3,65.3,0,0,0,0,0,0,0,65.3,0,0,22,0,0,0,0,65.3,0,65.3,0,0,0,0,0,0,0,0,0,hydro,Hydro,3,2,65.3,65.3,2,1.5,1.91,5,2,0
solar286,bus6085,1.05,0,0,0,1.04,1.68,1,1.05,1.05,0,0,0,0,0,0,0,1.05,0,0,1.4,0,0,0,0,1.05,0,1.05,0,0,0,0,0,0,0,0,0,solar,Renewable,3,2,1.05,1.05,2,1.5,1.91,5,2,0
solar287,bus6086,22.5,0,0,0,1.04,36,1,22.5,22.5,0,0,0,0,0,0,0,22.5,0,0,30,0,0,0,0,22.5,0,22.5,0,0,0,0,0,0,0,0,0,solar,Renewable,3,2,22.5,22.5,2,1.5,1.91,5,2,0
solar288,bus6087,0,0,0,0,1.04,6.6,1,5.5,1.65,0,0,0,0,0,0,0,5.5,0,0,5.5,0,0,0,0,1.65,0,5.5,0,0,0,0,0,0,0,0,0,solar,Renewable,3,2,2.2,2.2,2,1.5,1.91,5,2,0
solar289,bus6088,7.95,0,0,0,1.04,12.72,1,7.95,7.95,0,0,0,0,0,0,0,7.95,0,0,10.6,0,0,0,0,7.95,0,7.95,0,0,0,0,0,0,0,0,0,solar,Renewable,3,2,7.95,7.95,2,1.5,1.91,5,2,0
solar290,bus6089,10.42,0,0,0,1.04,16.68,1,10.42,10.42,0,0,0,0,0,0,0,10.42,0,0,13.9,0,0,0,0,10.42,0,10.42,0,0,0,0,0,0,0,0,0,solar,Renewable,3,2,10.42,10.42,2,1.5,1.91,5,2,0
solar291,bus6090,30.52,0,0,0,1.04,48.84,1,30.52,30.52,0,0,0,0,0,0,0,30.52,0,0,40.7,0,0,0,0,30.52,0,30.52,0,0,0,0,0,0,0,0,0,solar,Renewable,3,2,30.52,30.52,2,1.5,1.91,5,2,0
ng292,bus6104,60.33,30.79,30.79,-6.72,1.04,72.6,1,60.5,18.15,0,0,0,0,0,0,0,60.5,0,0,60.5,0,0,0,0,18.15,363,60.5,1404.55925,0,0,0,0,0,0,0,0,ng,Thermal,3,2,24.2,24.2,2,1.5,1.91,5,2,2.402674164
ng293,bus6105,60.33,30.79,30.79,-6.72,1.04,72.6,1,60.5,18.15,0,0,0,0,0,0,0,60.5,0,0,60.5,0,0,0,0,18.15,363,60.5,1404.55925,0,0,0,0,0,0,0,0,ng,Thermal,3,2,24.2,24.2,2,1.5,1.91,5,2,2.402674164
ng294,bus6106,120.66,61.59,61.59,-13.43,1.04,145.2,1,121,36.3,0,0,0,0,0,0,0,121,0,0,121,0,0,0,0,36.3,726,121,2234.0203,0,0,0,0,0,0,0,0,ng,Thermal,3,2,48.4,48.4,2,1.5,1.91,5,2,1.759650292
coal295,bus6110,301.18,100.76,275.22,-72.05,1.04,708.72,1,590.6,177.18,0,0,0,0,0,0,0,590.6,0,0,590.6,0,0,0,0,177.18,3543.6,590.6,8608.55174,0,0,0,0,0,0,0,0,coal,Thermal,3,2,236.24,236.24,2,1.5,1.91,5,2,1.222178404
coal296,bus6111,293.63,101.78,308.26,-80.7,1.04,793.8,1,661.5,198.45,0,0,0,0,0,0,0,661.5,0,0,661.5,0,0,0,0,198.45,3969,661.5,9517.49085,0,0,0,0,0,0,0,0,coal,Thermal,3,2,264.6,264.6,2,1.5,1.91,5,2,1.195666598
ng297,bus6144,0,0,4.28,-0.93,1.03,10.08,1,8.4,2.52,0,0,0,0,0,0,0,8.4,0,0,8.4,0,0,0,0,2.52,50.4,8.4,703.21668,0,0,0,0,0,0,0,0,ng,Thermal,3,2,3.36,3.36,2,1.5,1.91,5,2,9.488614535
ng298,bus6145,322.85,38.03,227.01,-49.51,1.03,535.2,1,446,133.8,0,0,0,0,0,0,0,446,0,0,446,0,0,0,0,133.8,2676,446,6776.5726,0,0,0,0,0,0,0,0,ng,Thermal,3,2,178.4,178.4,2,1.5,1.91,5,2,1.309250511
ng299,bus6146,322.85,39.39,227.01,-49.51,1.03,535.2,1,446,133.8,0,0,0,0,0,0,0,446,0,0,446,0,0,0,0,133.8,2676,446,6776.5726,0,0,0,0,0,0,0,0,ng,Thermal,3,2,178.4,178.4,2,1.5,1.91,5,2,1.309250511
ng300,bus6147,283.22,42.7,474.39,-103.45,1.03,1118.4,1,932,279.6,0,0,0,0,0,0,0,932,0,0,932,0,0,0,0,279.6,5592,932,16627.7728,0,0,0,0,0,0,0,0,ng,Thermal,3,2,372.8,372.8,2,1.5,1.91,5,2,1.688976553
ng301,bus6148,0,0,367.5,-80.14,1.03,866.4,1,722,216.6,0,0,0,0,0,0,0,722,0,0,722,0,0,0,0,216.6,4332,722,13272.5804,0,0,0,0,0,0,0,0,ng,Thermal,3,2,288.8,288.8,2,1.5,1.91,5,2,1.765517457
ng302,bus6149,219.4,127.84,367.5,-80.14,1.03,866.4,1,722,216.6,0,0,0,0,0,0,0,722,0,0,722,0,0,0,0,216.6,4332,722,13272.5804,0,0,0,0,0,0,0,0,ng,Thermal,3,2,288.8,288.8,2,1.5,1.91,5,2,1.765517457
ng303,bus6164,71.43,38.3,119.64,-26.09,1.03,282.06,1,235.05,70.52,0,0,0,0,0,0,0,235.05,0,0,235.05,0,0,0,0,70.52,1410.4,235.05,3865.09006,0,0,0,0,0,0,0,0,ng,Thermal,3,2,94.02,94.02,2,1.5,1.91,5,2,1.482927602
ng304,bus6165,71.43,33.99,119.64,-26.09,1.03,282.06,1,235.05,70.52,0,0,0,0,0,0,0,235.05,0,0,235.05,0,0,0,0,70.52,1410.4,235.05,3865.09006,0,0,0,0,0,0,0,0,ng,Thermal,3,2,94.02,94.02,2,1.5,1.91,5,2,1.482927602
ng305,bus6166,71.43,82,119.64,-26.09,1.03,282.06,1,235.05,70.52,0,0,0,0,0,0,0,235.05,0,0,235.05,0,0,0,0,70.52,1410.4,235.05,3865.09006,0,0,0,0,0,0,0,0,ng,Thermal,3,2,94.02,94.02,2,1.5,1.91,5,2,1.482927602
ng306,bus6167,71.43,43.72,119.64,-26.09,1.03,282.06,1,235.05,70.52,0,0,0,0,0,0,0,235.05,0,0,235.05,0,0,0,0,70.52,1410.4,235.05,3865.09006,0,0,0,0,0,0,0,0,ng,Thermal,3,2,94.02,94.02,2,1.5,1.91,5,2,1.482927602
hydro307,bus6213,177.9,19.45,68.29,-2.94,1.04,72,1,177.9,177.9,0,0,0,0,0,0,0,177.9,0,0,60,0,0,0,0,177.9,0,177.9,0,0,0,0,0,0,0,0,0,hydro,Hydro,3,2,177.9,177.9,2,1.5,1.91,5,2,0
hydro308,bus6214,552.3,55.54,212.06,-9.13,1.04,223.6,1,552.3,552.3,0,0,0,0,0,0,0,552.3,0,0,186.33,0,0,0,0,552.3,0,552.3,0,0,0,0,0,0,0,0,0,hydro,Hydro,3,2,552.3,552.3,2,1.5,1.91,5,2,0
hydro309,bus6215,552.3,99.93,212.06,-9.13,1.04,223.6,1,552.3,552.3,0,0,0,0,0,0,0,552.3,0,0,186.33,0,0,0,0,552.3,0,552.3,0,0,0,0,0,0,0,0,0,hydro,Hydro,3,2,552.3,552.3,2,1.5,1.91,5,2,0
hydro310,bus6216,552.3,58.81,212.06,-9.13,1.04,223.6,1,552.3,552.3,0,0,0,0,0,0,0,552.3,0,0,186.33,0,0,0,0,552.3,0,552.3,0,0,0,0,0,0,0,0,0,hydro,Hydro,3,2,552.3,552.3,2,1.5,1.91,5,2,0
ng311,bus6242,60.83,18.83,31.05,-6.77,1.04,73.2,1,61,18.3,0,0,0,0,0,0,0,61,0,0,61,0,0,0,0,18.3,366,61,1359.6696,0,0,0,0,0,0,0,0,ng,Thermal,3,2,24.4,24.4,2,1.5,1.91,5,2,2.273843478
ng312,bus6243,182.49,45.89,93.15,-20.31,1.04,219.6,1,183,54.9,0,0,0,0,0,0,0,183,0,0,183,0,0,0,0,54.9,1098,183,2949.3357,0,0,0,0,0,0,0,0,ng,Thermal,3,2,73.2,73.2,2,1.5,1.91,5,2,1.434032301
ng313,bus6244,297.17,55.72,151.68,-33.08,1.04,357.6,1,298,89.4,0,0,0,0,0,0,0,298,0,0,298,0,0,0,0,89.4,1788,298,4533.9576,0,0,0,0,0,0,0,0,ng,Thermal,3,2,119.2,119.2,2,1.5,1.91,5,2,1.310094275
ng314,bus6245,297.17,64.31,151.68,-33.08,1.04,357.6,1,298,89.4,0,0,0,0,0,0,0,298,0,0,298,0,0,0,0,89.4,1788,298,4533.9576,0,0,0,0,0,0,0,0,ng,Thermal,3,2,119.2,119.2,2,1.5,1.91,5,2,1.310094275
ng315,bus6246,297.17,121.17,151.68,-33.08,1.04,357.6,1,298,89.4,0,0,0,0,0,0,0,298,0,0,298,0,0,0,0,89.4,1788,298,4533.9576,0,0,0,0,0,0,0,0,ng,Thermal,3,2,119.2,119.2,2,1.5,1.91,5,2,1.310094275
ng316,bus6247,182.82,93.32,93.32,-20.35,1.04,220,1,183.33,55,0,0,0,0,0,0,0,183.33,0,0,183.33,0,0,0,0,55,1100,183.33,2953.80767,0,0,0,0,0,0,0,0,ng,Thermal,3,2,73.332,73.332,2,1.5,1.91,5,2,1.433393389
ng317,bus6248,182.82,50.78,93.32,-20.35,1.04,220,1,183.33,55,0,0,0,0,0,0,0,183.33,0,0,183.33,0,0,0,0,55,1100,183.33,2953.80767,0,0,0,0,0,0,0,0,ng,Thermal,3,2,73.332,73.332,2,1.5,1.91,5,2,1.433393389
ng318,bus6249,182.82,35.11,93.32,-20.35,1.04,220,1,183.33,55,0,0,0,0,0,0,0,183.33,0,0,183.33,0,0,0,0,55,1100,183.33,2953.80767,0,0,0,0,0,0,0,0,ng,Thermal,3,2,73.332,73.332,2,1.5,1.91,5,2,1.433393389
ng319,bus6257,58.95,-9.89,98.75,-21.53,1.02,232.8,1,194,58.2,0,0,0,0,0,0,0,194,0,0,194,0,0,0,0,58.2,1164,194,3267.9074,0,0,0,0,0,0,0,0,ng,Thermal,3,2,77.6,77.6,2,1.5,1.91,5,2,1.537944006
ng320,bus6258,106.96,-5.6,98.75,-21.53,1.02,232.8,1,194,58.2,0,0,0,0,0,0,0,194,0,0,194,0,0,0,0,58.2,1164,194,3267.9074,0,0,0,0,0,0,0,0,ng,Thermal,3,2,77.6,77.6,2,1.5,1.91,5,2,1.537944006
ng321,bus6259,0,0,26.16,-5.71,1.02,61.68,1,51.4,15.42,0,0,0,0,0,0,0,51.4,0,0,51.4,0,0,0,0,15.42,308.4,51.4,1281.95978,0,0,0,0,0,0,0,0,ng,Thermal,3,2,20.56,20.56,2,1.5,1.91,5,2,2.632665711
ng322,bus6260,78.1,-11.57,130.81,-28.53,1.02,308.4,1,257,77.1,0,0,0,0,0,0,0,257,0,0,257,0,0,0,0,77.1,1542,257,4189.3391,0,0,0,0,0,0,0,0,ng,Thermal,3,2,102.8,102.8,2,1.5,1.91,5,2,1.46342681
hydro323,bus6266,4.5,1.72,1.72,-0.07,1.04,1.8,1,4.5,4.5,0,0,0,0,0,0,0,4.5,0,0,1.5,0,0,0,0,4.5,0,4.5,0,0,0,0,0,0,0,0,0,hydro,Hydro,3,2,4.5,4.5,2,1.5,1.91,5,2,0
hydro324,bus6267,7.2,2.73,2.73,-0.12,1.04,2.88,1,7.2,7.2,0,0,0,0,0,0,0,7.2,0,0,2.4,0,0,0,0,7.2,0,7.2,0,0,0,0,0,0,0,0,0,hydro,Hydro,3,2,7.2,7.2,2,1.5,1.91,5,2,0
hydro325,bus6268,4.5,1.72,1.72,-0.07,1.04,1.8,1,4.5,4.5,0,0,0,0,0,0,0,4.5,0,0,1.5,0,0,0,0,4.5,0,4.5,0,0,0,0,0,0,0,0,0,hydro,Hydro,3,2,4.5,4.5,2,1.5,1.91,5,2,0
hydro326,bus6269,7.2,2.73,2.73,-0.12,1.04,2.88,1,7.2,7.2,0,0,0,0,0,0,0,7.2,0,0,2.4,0,0,0,0,7.2,0,7.2,0,0,0,0,0,0,0,0,0,hydro,Hydro,3,2,7.2,7.2,2,1.5,1.91,5,2,0
hydro327,bus6270,0,0,6.82,-0.29,1.04,7.2,1,18,0,0,0,0,0,0,0,0,18,0,0,6,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,hydro,Hydro,3,2,7.2,7.2,2,1.5,1.91,5,2,0
hydro328,bus6271,0,0,4.09,-0.18,1.04,4.32,1,11,0,0,0,0,0,0,0,0,11,0,0,3.6,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,hydro,Hydro,3,2,4.4,4.4,2,1.5,1.91,5,2,0
hydro329,bus6272,0,0,2.73,-0.12,1.04,2.88,1,7.2,0,0,0,0,0,0,0,0,7.2,0,0,2.4,0,0,0,0,0,0,7.2,0,0,0,0,0,0,0,0,0,hydro,Hydro,3,2,2.88,2.88,2,1.5,1.91,5,2,0
hydro330,bus6273,0,0,2.73,-0.12,1.04,2.88,1,7.2,0,0,0,0,0,0,0,0,7.2,0,0,2.4,0,0,0,0,0,0,7.2,0,0,0,0,0,0,0,0,0,hydro,Hydro,3,2,2.88,2.88,2,1.5,1.91,5,2,0
hydro331,bus6274,8.4,3.2,3.2,-0.14,1.04,3.36,1,8.4,8.4,0,0,0,0,0,0,0,8.4,0,0,2.8,0,0,0,0,8.4,0,8.4,0,0,0,0,0,0,0,0,0,hydro,Hydro,3,2,8.4,8.4,2,1.5,1.91,5,2,0
ng332,bus6295,62.67,-22.89,104.97,-22.89,1.02,247.48,1,206.23,61.87,0,0,0,0,0,0,0,206.23,0,0,206.23,0,0,0,0,61.87,1237.4,206.23,3444.59032,0,0,0,0,0,0,0,0,ng,Thermal,3,2,82.492,82.492,2,1.5,1.91,5,2,1.518430325
ng333,bus6296,62.67,-22.89,104.97,-22.89,1.02,247.48,1,206.23,61.87,0,0,0,0,0,0,0,206.23,0,0,206.23,0,0,0,0,61.87,1237.4,206.23,3444.59032,0,0,0,0,0,0,0,0,ng,Thermal,3,2,82.492,82.492,2,1.5,1.91,5,2,1.518430325
ng334,bus6297,62.7,-15.02,104.97,-22.89,1.02,247.48,1,206.23,61.9,0,0,0,0,0,0,0,206.23,0,0,206.23,0,0,0,0,61.9,1238,206.23,3444.06346,0,0,0,0,0,0,0,0,ng,Thermal,3,2,82.492,82.492,2,1.5,1.91,5,2,1.517968389
ng335,bus6301,0,0,1.63,-0.36,1,3.84,1,3.2,0.96,0,0,0,0,0,0,0,3.2,0,0,3.2,0,0,0,0,0.96,19.2,3.2,641.93248,0,0,0,0,0,0,0,0,ng,Thermal,3,2,1.28,1.28,2,1.5,1.91,5,2,19.22013827
ng336,bus6302,246.56,-27.44,125.85,-27.44,1,296.7,1,247.25,74.18,0,0,0,0,0,0,0,247.25,0,0,247.25,0,0,0,0,74.18,1483.6,247.25,4044.94934,0,0,0,0,0,0,0,0,ng,Thermal,3,2,98.9,98.9,2,1.5,1.91,5,2,1.471447889
ng337,bus6303,213.83,-27.44,125.85,-27.44,1,296.7,1,247.25,74.18,0,0,0,0,0,0,0,247.25,0,0,247.25,0,0,0,0,74.18,1483.6,247.25,4044.94934,0,0,0,0,0,0,0,0,ng,Thermal,3,2,98.9,98.9,2,1.5,1.91,5,2,1.471447889
ng338,bus6304,246.56,-27.44,125.85,-27.44,1,296.7,1,247.25,74.18,0,0,0,0,0,0,0,247.25,0,0,247.25,0,0,0,0,74.18,1483.6,247.25,4044.94934,0,0,0,0,0,0,0,0,ng,Thermal,3,2,98.9,98.9,2,1.5,1.91,5,2,1.471447889
ng339,bus6305,246.56,-27.44,125.85,-27.44,1,296.7,1,247.25,74.18,0,0,0,0,0,0,0,247.25,0,0,247.25,0,0,0,0,74.18,1483.6,247.25,4044.94934,0,0,0,0,0,0,0,0,ng,Thermal,3,2,98.9,98.9,2,1.5,1.91,5,2,1.471447889
ng340,bus6349,0,0,6.11,-1.33,1.04,14.4,1,12,3.6,0,0,0,0,0,0,0,12,0,0,12,0,0,0,0,3.6,72,12,757.608,0,0,0,0,0,0,0,0,ng,Thermal,3,2,4.8,4.8,2,1.5,1.91,5,2,7.293702128
ng341,bus6349,0,0,26.21,-5.72,1.04,61.8,1,51.5,15.45,0,0,0,0,0,0,0,51.5,0,0,51.5,0,0,0,0,15.45,309,51.5,1283.28655,0,0,0,0,0,0,0,0,ng,Thermal,3,2,20.6,20.6,2,1.5,1.91,5,2,2.629653306
ng342,bus6349,31.3,52.43,52.43,-11.43,1.04,123.6,1,103,30.9,0,0,0,0,0,0,0,103,0,0,103,0,0,0,0,30.9,618,103,1984.5981,0,0,0,0,0,0,0,0,ng,Thermal,3,2,41.2,41.2,2,1.5,1.91,5,2,1.869491245
ng343,bus6349,0,0,1.17,-0.26,1.04,2.76,1,2.3,0.69,0,0,0,0,0,0,0,2.3,0,0,2.3,0,0,0,0,0.69,13.8,2.3,630.13092,0,0,0,0,0,0,0,0,ng,Thermal,3,2,0.92,0.92,2,1.5,1.91,5,2,23.61421149
ng344,bus6349,0,0,2.34,-0.51,1.04,5.52,1,4.6,1.38,0,0,0,0,0,0,0,4.6,0,0,4.6,0,0,0,0,1.38,27.6,4.6,660.30048,0,0,0,0,0,0,0,0,ng,Thermal,3,2,1.84,1.84,2,1.5,1.91,5,2,14.99290237
ng345,bus6349,0,0,0.76,-0.17,1.04,1.8,1,1.5,0.45,0,0,0,0,0,0,0,1.5,0,0,1.5,0,0,0,0,0.45,9,1.5,619.64745,0,0,0,0,0,0,0,0,ng,Thermal,3,2,0.6,0.6,2,1.5,1.91,5,2,29.78768049
ng346,bus6349,0,0,2.04,-0.44,1.04,4.8,1,4,1.2,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,1.2,24,4,652.4268,0,0,0,0,0,0,0,0,ng,Thermal,3,2,1.6,1.6,2,1.5,1.91,5,2,16.53754737
ng347,bus6349,0,0,3.26,-0.71,1.04,7.68,1,6.4,1.92,0,0,0,0,0,0,0,6.4,0,0,6.4,0,0,0,0,1.92,38.4,6.4,683.93216,0,0,0,0,0,0,0,0,ng,Thermal,3,2,2.56,2.56,2,1.5,1.91,5,2,11.77978394
ng348,bus6349,110.31,184.77,184.77,-40.29,1.04,435.6,1,363,108.9,0,0,0,0,0,0,0,363,0,0,363,0,0,0,0,108.9,2178,363,5800.3743,0,0,0,0,0,0,0,0,ng,Thermal,3,2,145.2,145.2,2,1.5,1.91,5,2,1.419982085
ng349,bus6349,110.31,184.77,184.77,-40.29,1.04,435.6,1,363,108.9,0,0,0,0,0,0,0,363,0,0,363,0,0,0,0,108.9,2178,363,5800.3743,0,0,0,0,0,0,0,0,ng,Thermal,3,2,145.2,145.2,2,1.5,1.91,5,2,1.419982085
ng350,bus6349,0,0,26.21,-5.72,1.04,61.8,1,51.5,15.45,0,0,0,0,0,0,0,51.5,0,0,51.5,0,0,0,0,15.45,309,51.5,1283.28655,0,0,0,0,0,0,0,0,ng,Thermal,3,2,20.6,20.6,2,1.5,1.91,5,2,2.629653306
ng351,bus7005,162.54,38.38,82.97,-18.09,1.04,195.6,1,163,48.9,0,0,0,0,0,0,0,163,0,0,163,0,0,0,0,48.9,978,163,2633.7021,0,0,0,0,0,0,0,0,ng,Thermal,3,2,65.2,65.2,2,1.5,1.91,5,2,1.438490096
ng352,bus7006,162.54,67.22,82.97,-18.09,1.04,195.6,1,163,48.9,0,0,0,0,0,0,0,163,0,0,163,0,0,0,0,48.9,978,163,2633.7021,0,0,0,0,0,0,0,0,ng,Thermal,3,2,65.2,65.2,2,1.5,1.91,5,2,1.438490096
ng353,bus7007,162.54,44.4,82.97,-18.09,1.04,195.6,1,163,48.9,0,0,0,0,0,0,0,163,0,0,163,0,0,0,0,48.9,978,163,2633.7021,0,0,0,0,0,0,0,0,ng,Thermal,3,2,65.2,65.2,2,1.5,1.91,5,2,1.438490096
ng354,bus7008,162.54,41.68,82.97,-18.09,1.04,195.6,1,163,48.9,0,0,0,0,0,0,0,163,0,0,163,0,0,0,0,48.9,978,163,2633.7021,0,0,0,0,0,0,0,0,ng,Thermal,3,2,65.2,65.2,2,1.5,1.91,5,2,1.438490096
ng355,bus7009,162.54,37.78,82.97,-18.09,1.04,195.6,1,163,48.9,0,0,0,0,0,0,0,163,0,0,163,0,0,0,0,48.9,978,163,2633.7021,0,0,0,0,0,0,0,0,ng,Thermal,3,2,65.2,65.2,2,1.5,1.91,5,2,1.438490096
ng356,bus7015,0,0,2.04,-0.44,1.04,4.8,1,4,1.2,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,1.2,24,4,647.9524,0,0,0,0,0,0,0,0,ng,Thermal,3,2,1.6,1.6,2,1.5,1.91,5,2,16.4198
ng357,bus7021,22.34,11.4,11.4,-2.49,1.04,26.88,1,22.4,6.72,0,0,0,0,0,0,0,22.4,0,0,22.4,0,0,0,0,6.72,134.4,22.4,894.26432,0,0,0,0,0,0,0,0,ng,Thermal,3,2,8.96,8.96,2,1.5,1.91,5,2,4.555541487
ng358,bus7022,47.27,24.13,24.13,-5.26,1.04,56.88,1,47.4,14.22,0,0,0,0,0,0,0,47.4,0,0,47.4,0,0,0,0,14.22,284.4,47.4,1226.6991,0,0,0,0,0,0,0,0,ng,Thermal,3,2,18.96,18.96,2,1.5,1.91,5,2,2.756872733
ng359,bus7023,47.27,24.13,24.13,-5.26,1.04,56.88,1,47.4,14.22,0,0,0,0,0,0,0,47.4,0,0,47.4,0,0,0,0,14.22,284.4,47.4,1226.6991,0,0,0,0,0,0,0,0,ng,Thermal,3,2,18.96,18.96,2,1.5,1.91,5,2,2.756872733
ng360,bus7024,94.54,48.25,48.25,-10.52,1.04,113.76,1,94.8,28.44,0,0,0,0,0,0,0,94.8,0,0,94.8,0,0,0,0,28.44,568.8,94.8,1868.59464,0,0,0,0,0,0,0,0,ng,Thermal,3,2,37.92,37.92,2,1.5,1.91,5,2,1.929623872
ng361,bus7025,0,0,1.63,-0.36,1.04,3.84,1,3.2,0.96,0,0,0,0,0,0,0,3.2,0,0,3.2,0,0,0,0,0.96,19.2,3.2,641.82944,0,0,0,0,0,0,0,0,ng,Thermal,3,2,1.28,1.28,2,1.5,1.91,5,2,19.21695802
solar362,bus7031,29.1,0,0,0,1.04,46.56,1,29.1,29.1,0,0,0,0,0,0,0,29.1,0,0,38.8,0,0,0,0,29.1,0,29.1,0,0,0,0,0,0,0,0,0,solar,Renewable,3,2,29.1,29.1,2,1.5,1.91,5,2,0
solar363,bus7032,7.5,0,0,0,1.04,12,1,7.5,7.5,0,0,0,0,0,0,0,7.5,0,0,10,0,0,0,0,7.5,0,7.5,0,0,0,0,0,0,0,0,0,solar,Renewable,3,2,7.5,7.5,2,1.5,1.91,5,2,0
solar364,bus7033,7.5,0,0,0,1.04,12,1,7.5,7.5,0,0,0,0,0,0,0,7.5,0,0,10,0,0,0,0,7.5,0,7.5,0,0,0,0,0,0,0,0,0,solar,Renewable,3,2,7.5,7.5,2,1.5,1.91,5,2,0
solar365,bus7034,0,0,0,0,1.04,5.28,1,4.4,1.32,0,0,0,0,0,0,0,4.4,0,0,4.4,0,0,0,0,1.32,0,4.4,0,0,0,0,0,0,0,0,0,solar,Renewable,3,2,1.76,1.76,2,1.5,1.91,5,2,0
ng366,bus7045,187.92,37.1,95.92,-20.92,1.03,226.14,1,188.45,56.53,0,0,0,0,0,0,0,188.45,0,0,188.45,0,0,0,0,56.53,1130.6,188.45,3181.77176,0,0,0,0,0,0,0,0,ng,Thermal,3,2,75.38,75.38,2,1.5,1.91,5,2,1.543162624
ng367,bus7046,187.92,78.22,95.92,-20.92,1.03,226.14,1,188.45,56.53,0,0,0,0,0,0,0,188.45,0,0,188.45,0,0,0,0,56.53,1130.6,188.45,3181.77176,0,0,0,0,0,0,0,0,ng,Thermal,3,2,75.38,75.38,2,1.5,1.91,5,2,1.543162624
ng368,bus7061,67.09,-12.75,58.48,-12.75,1,137.88,1,114.9,34.47,0,0,0,0,0,0,0,114.9,0,0,114.9,0,0,0,0,34.47,689.4,114.9,2145.45096,0,0,0,0,0,0,0,0,ng,Thermal,3,2,45.96,45.96,2,1.5,1.91,5,2,1.788101388
ng369,bus7062,67.09,-12.75,58.48,-12.75,1,137.88,1,114.9,34.47,0,0,0,0,0,0,0,114.9,0,0,114.9,0,0,0,0,34.47,689.4,114.9,2145.45096,0,0,0,0,0,0,0,0,ng,Thermal,3,2,45.96,45.96,2,1.5,1.91,5,2,1.788101388
ng370,bus7063,67.09,-12.75,58.48,-12.75,1,137.88,1,114.9,34.47,0,0,0,0,0,0,0,114.9,0,0,114.9,0,0,0,0,34.47,689.4,114.9,2145.45096,0,0,0,0,0,0,0,0,ng,Thermal,3,2,45.96,45.96,2,1.5,1.91,5,2,1.788101388
ng371,bus7064,83.17,-12.75,58.48,-12.75,1,137.88,1,114.9,34.47,0,0,0,0,0,0,0,114.9,0,0,114.9,0,0,0,0,34.47,689.4,114.9,2145.45096,0,0,0,0,0,0,0,0,ng,Thermal,3,2,45.96,45.96,2,1.5,1.91,5,2,1.788101388
ng372,bus7065,83.17,-12.75,58.48,-12.75,1,137.88,1,114.9,34.47,0,0,0,0,0,0,0,114.9,0,0,114.9,0,0,0,0,34.47,689.4,114.9,2145.45096,0,0,0,0,0,0,0,0,ng,Thermal,3,2,45.96,45.96,2,1.5,1.91,5,2,1.788101388
ng373,bus7066,68.1,-12.75,58.48,-12.75,1,137.88,1,114.9,34.47,0,0,0,0,0,0,0,114.9,0,0,114.9,0,0,0,0,34.47,689.4,114.9,2145.45096,0,0,0,0,0,0,0,0,ng,Thermal,3,2,45.96,45.96,2,1.5,1.91,5,2,1.788101388
ng374,bus7079,159.89,37.81,116.38,-25.38,1.04,274.38,1,228.65,68.59,0,0,0,0,0,0,0,228.65,0,0,228.65,0,0,0,0,68.59,1371.8,228.65,3498.96814,0,0,0,0,0,0,0,0,ng,Thermal,3,2,91.46,91.46,2,1.5,1.91,5,2,1.32073025
ng375,bus7080,165.51,29.6,116.38,-25.38,1.04,274.38,1,228.65,68.59,0,0,0,0,0,0,0,228.65,0,0,228.65,0,0,0,0,68.59,1371.8,228.65,3498.96814,0,0,0,0,0,0,0,0,ng,Thermal,3,2,91.46,91.46,2,1.5,1.91,5,2,1.32073025
